#HDR T 25000.000000
#HDR DT 0.001000
#HDR theta0 0.053000
#HDR omega0 0.200000
#HDR L 1.000000
#HDR M 1.000000
#HDR g 9.810000
#passo tempo theta w alpha
9400.000000 9.400001 -0.079856 0.070891 0.782551
9500.000000 9.500000 -0.069000 0.144438 0.676358
9600.000000 9.600000 -0.051437 0.203963 0.504373
9700.000000 9.700001 -0.028871 0.243667 0.283183
9800.000000 9.800000 -0.003496 0.259673 0.034296
9900.000000 9.900001 0.022219 0.250414 -0.217950
10000.000000 10.000000 0.045772 0.216796 -0.448868
10100.000000 10.100000 0.064874 0.162106 -0.635963
10200.000000 10.200001 0.077667 0.091674 -0.761148
10300.000000 10.300000 0.082911 0.012348 -0.812425
10400.000000 10.400001 0.080097 -0.068176 -0.784908
10500.000000 10.500001 0.069497 -0.142086 -0.681216
10600.000000 10.600000 0.052141 -0.202203 -0.511267
10700.000000 10.700001 0.029713 -0.242671 -0.291445
10800.000000 10.800000 0.004396 -0.259539 -0.043120
10900.000000 10.900001 -0.021350 -0.251154 0.209427
11000.000000 11.000001 -0.045018 -0.218339 0.441481
11100.000000 11.100000 -0.064308 -0.164300 0.630427
11200.000000 11.200001 -0.077345 -0.094306 0.757996
11300.000000 11.300000 -0.082863 -0.015162 0.811960
11400.000000 11.400001 -0.080328 0.065452 0.787172
11500.000000 11.500001 -0.069985 0.139717 0.685994
11600.000000 11.600000 -0.052838 0.200420 0.518101
11700.000000 11.700001 -0.030552 0.241647 0.299673
11800.000000 11.800000 -0.005295 0.259374 0.051939
11900.000000 11.900001 0.020478 0.251865 -0.200880
12000.000000 12.000001 0.044259 0.219855 -0.434040
12100.000000 12.100000 0.063735 0.166475 -0.624816
12200.000000 12.200001 0.077014 0.096927 -0.754756
12300.000000 12.300000 0.082806 0.017975 -0.811398
12400.000000 12.400001 0.080550 -0.062721 -0.789343
12500.000000 12.500001 0.070465 -0.137332 -0.690691
12600.000000 12.600000 0.053529 -0.198613 -0.524874
12700.000000 12.700001 0.031388 -0.240595 -0.307865
12800.000000 12.800000 0.006193 -0.259179 -0.060753
12900.000000 12.900001 -0.019605 -0.252546 0.192309
13000.000000 13.000001 -0.043495 -0.221347 0.426549
13100.000000 13.100000 -0.063154 -0.168630 0.619133
13200.000000 13.200001 -0.076673 -0.099537 0.751427
13300.000000 13.300000 -0.082739 -0.020785 0.810742
13400.000000 13.400001 -0.080763 0.059982 0.791422
13500.000000 13.500001 -0.070937 0.134931 0.695307
13600.000000 13.600000 -0.054215 0.196782 0.531585
13700.000000 13.700001 -0.032220 0.239514 0.316022
13800.000000 13.800000 -0.007091 0.258953 0.069559
13900.000000 13.900001 0.018728 0.253198 -0.183714
14000.000000 14.000001 0.042725 0.222812 -0.419007
14100.000000 14.100000 0.062566 0.170765 -0.613375
14200.000000 14.200001 0.076324 0.102134 -0.748009
14300.000000 14.300001 0.082662 0.023593 -0.809990
14400.000000 14.400001 0.080966 -0.057236 -0.793408
14500.000000 14.500001 0.071400 -0.132514 -0.699841
14600.000000 14.600000 0.054893 -0.194929 -0.538232
14700.000000 14.700001 0.033048 -0.238405 -0.324140
14800.000000 14.800001 0.007988 -0.258697 -0.078357
14900.000000 14.900001 -0.017850 -0.253820 0.175098
15000.000000 15.000001 -0.041951 -0.224250 0.411416
15100.000000 15.100000 -0.061971 -0.172881 0.607546
15200.000000 15.200001 -0.075965 -0.104720 0.744503
15300.000000 15.300001 -0.082575 -0.026398 0.809143
15400.000000 15.400001 -0.081159 0.054484 0.795300
15500.000000 15.500001 -0.071855 0.130081 0.704293
15600.000000 15.600000 -0.055565 0.193052 0.544816
15700.000000 15.700001 -0.033872 0.237268 0.332220
15800.000000 15.800001 -0.008883 0.258410 0.087145
15900.000000 15.900001 0.016969 0.254411 -0.166462
16000.000000 16.000000 0.041171 0.225662 -0.403775
16100.000000 16.100000 0.061368 0.174975 -0.601645
16200.000000 16.200001 0.075598 0.107294 -0.740910
16300.000000 16.300001 0.082479 0.029200 -0.808200
16400.000000 16.400002 0.081343 -0.051725 -0.797098
16500.000000 16.500000 0.072302 -0.127633 -0.708661
16600.000000 16.600000 0.056231 -0.191153 -0.551335
16700.000000 16.700001 0.034692 -0.236102 -0.340260
16800.000000 16.800001 0.009778 -0.258092 -0.095923
16900.000000 16.900002 -0.016087 -0.254973 0.157805
17000.000000 17.000000 -0.040387 -0.227048 0.396087
17100.000000 17.100000 -0.060758 -0.177049 0.595673
17200.000000 17.200001 -0.075222 -0.109854 0.737229
17300.000000 17.300001 -0.082373 -0.031999 0.807162
17400.000000 17.400002 -0.081518 0.048960 0.798803
17500.000000 17.500000 -0.072739 0.125170 0.712945
17600.000000 17.600000 -0.056890 0.189231 0.557789
17700.000000 17.700001 -0.035508 0.234909 0.348260
17800.000000 17.800001 -0.010672 0.257744 0.104689
17900.000000 17.900002 0.015202 0.255504 -0.149130
18000.000000 18.000000 0.039598 0.228407 -0.388352
18100.000000 18.100000 0.060141 0.179103 -0.589629
18200.000000 18.200001 0.074836 0.112402 -0.733461
18300.000000 18.300001 0.082257 0.034794 -0.806030
18400.000000 18.400002 0.081682 -0.046189 -0.800414
18500.000000 18.500000 0.073169 -0.122692 -0.717146
18600.000000 18.600000 0.057542 -0.187287 -0.564177
18700.000000 18.700001 0.036320 -0.233688 -0.356219
18800.000000 18.800001 0.011564 -0.257366 -0.113444
18900.000000 18.900002 -0.014316 -0.256006 0.140437
19000.000000 19.000000 -0.038804 -0.229739 0.380571
19100.000000 19.100000 -0.059517 -0.181135 0.583518
19200.000000 19.200001 -0.074443 -0.114937 0.729608
19300.000000 19.300001 -0.082131 -0.037585 0.804804
19400.000000 19.400002 -0.081838 0.043413 0.801931
19500.000000 19.500000 -0.073590 0.120200 0.721262
19600.000000 19.600000 -0.058188 0.185321 0.570499
19700.000000 19.700001 -0.037127 0.232440 0.364135
19800.000000 19.800001 -0.012455 0.256958 0.122184
19900.000000 19.900002 0.013428 0.256477 -0.131728
20000.000000 20.000000 0.038006 0.231044 -0.372745
20100.000000 20.100000 0.058886 0.183146 -0.577337
20200.000000 20.200001 0.074040 0.117458 -0.725668
20300.000000 20.300001 0.081996 0.040371 -0.803483
20400.000000 20.400002 0.081983 -0.040632 -0.803354
20500.000000 20.500002 0.074002 -0.117694 -0.725294
20600.000000 20.600000 0.058826 -0.183334 -0.576753
20700.000000 20.700001 0.037930 -0.231165 -0.372008
20800.000000 20.800001 0.013345 -0.256519 -0.130910
20900.000000 20.900002 -0.012539 -0.256918 0.123003
21000.000000 21.000002 -0.037203 -0.232321 0.364875
21100.000000 21.100000 -0.058248 -0.185136 0.571088
21200.000000 21.200001 -0.073629 -0.119965 0.721644
21300.000000 21.300001 -0.081852 -0.043152 0.802067
21400.000000 21.400002 -0.082119 0.037846 0.804683
21500.000000 21.500002 -0.074405 0.115174 0.729240
21600.000000 21.600000 -0.059458 0.181324 0.582939
21700.000000 21.700001 -0.038729 0.229862 0.379838
21800.000000 21.800001 -0.014233 0.256050 0.139621
21900.000000 21.900002 0.011648 0.257329 -0.114264
22000.000000 22.000002 0.036396 0.233572 -0.356962
22100.000000 22.100000 0.057603 0.187103 -0.564771
22200.000000 22.200001 0.073208 0.122459 -0.717534
22300.000000 22.300001 0.081697 0.045929 -0.800557
22400.000000 22.400002 0.082245 -0.035056 -0.805916
22500.000000 22.500002 0.074800 -0.112640 -0.733101
22600.000000 22.600000 0.060083 -0.179294 -0.589057
22700.000000 22.700001 0.039523 -0.228532 -0.387622
22800.000000 22.800001 0.015119 -0.255551 -0.148315
22900.000000 22.900002 -0.010756 -0.257709 0.105511
23000.000000 23.000002 -0.035584 -0.234795 0.349007
23100.000000 23.100000 -0.056951 -0.189049 0.558389
23200.000000 23.200001 -0.072780 -0.124938 0.713340
23300.000000 23.300001 -0.081533 -0.048700 0.798955
23400.000000 23.400002 -0.082362 0.032261 0.807057
23500.000000 23.500002 -0.075186 0.110093 0.736876
23600.000000 23.600000 -0.060700 0.177242 0.595106
23700.000000 23.700001 -0.040313 0.227176 0.395361
23800.000000 23.800001 -0.016004 0.255023 0.156991
23900.000000 23.900002 0.009862 0.258060 -0.096746
24000.000000 24.000002 0.034769 0.235990 -0.341011
24100.000000 24.100000 0.056293 0.190973 -0.551941
24200.000000 24.200001 0.072343 0.127402 -0.709063
24300.000000 24.300001 0.081360 0.051465 -0.797258
24400.000000 24.400002 0.082469 -0.029463 -0.808103
24500.000000 24.500002 0.075563 -0.107534 -0.740565
24600.000000 24.600000 0.061311 -0.175170 -0.601085
24700.000000 24.700001 0.041098 -0.225792 -0.403054
24800.000000 24.800001 0.016887 -0.254464 -0.165649
24900.000000 24.900002 -0.008967 -0.258380 0.087968
25000.000000 25.000002 -0.033949 -0.237158 0.332974
