#HDR T 700.000000
#HDR DT 0.040000
#HDR theta0 0.087000
#HDR omega0 1000.000000
#HDR L 1.000000
#HDR M 1.000000
#HDR g 9.810000
#passo tempo theta w alpha
477.000000 19.080000 19078.410156 999.834167 -4.547700
478.000000 19.119999 19118.400391 999.933899 9.532783
479.000000 19.160000 19158.406250 999.962219 -8.115616
480.000000 19.199999 19198.398438 999.824524 1.230178
481.000000 19.240000 19238.392578 999.978638 6.474701
482.000000 19.279999 19278.398438 999.911926 -9.808879
483.000000 19.320000 19318.386719 999.847107 6.567477
484.000000 19.359999 19358.386719 999.999451 1.049743
485.000000 19.400000 19398.386719 999.861084 -7.967704
486.000000 19.439999 19438.375000 999.892761 9.552687
487.000000 19.480000 19478.378906 999.989014 -4.741463
488.000000 19.520000 19518.375000 999.828735 -3.272958
489.000000 19.559999 19558.365234 999.945496 9.109584
490.000000 19.600000 19598.371094 999.951416 -8.813339
491.000000 19.639999 19638.361328 999.826660 2.575489
492.000000 19.680000 19678.355469 999.985840 5.383607
493.000000 19.719999 19718.359375 999.899597 -9.695276
494.000000 19.760000 19758.347656 999.855835 7.507281
495.000000 19.799999 19798.347656 999.999939 -0.301643
496.000000 19.840000 19838.347656 999.851807 -7.104927
497.000000 19.879999 19878.335938 999.905090 9.768893
498.000000 19.920000 19918.339844 999.982910 -5.877512
499.000000 19.959999 19958.335938 999.825989 -1.970004
500.000000 20.000000 19998.326172 999.957031 8.522380
501.000000 20.039999 20038.330078 999.941162 -9.316118
502.000000 20.080000 20078.320312 999.831543 3.835219
503.000000 20.119999 20118.318359 999.992004 4.187289
504.000000 20.160000 20158.322266 999.887939 -9.391904
505.000000 20.199999 20198.310547 999.866394 8.314597
506.000000 20.240000 20238.310547 999.999390 -1.666180
507.000000 20.279999 20278.308594 999.843933 -6.107125
508.000000 20.320000 20318.296875 999.917786 9.799448
509.000000 20.359999 20358.300781 999.975708 -6.901863
